stdno,name,gender,country,curriculum,scholarship,college,earned,classif,yearlevel,allowed,grp,npriority,nalternates,ncurrent
0120-74016,Hannah Campbell,F,1,BSMST-2011-CHEM,0,CAS,19,1,1,20,3,7,13,0,
0845-25386,Alexandra Clarkson,F,1,BSAECO-2011,0,CEM,36,2,2,18,3,8,13,0,
8535-57324,Andrea Blake,F,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
6033-40381,Jan Peake,F,1,BACA-2011,0,CAS,21,1,2,18,3,8,6,0,
5843-21189,Mary Anderson,F,1,BSN-2011,0,CHE,33,1,2,20,3,7,8,0,
4506-63783,Zoe Piper,F,1,BSA-2011,0,CA,39,1,2,18,3,8,12,0,
5100-66408,Eric Ince,F,1,BSF-2011,0,CFNR,28,1,2,21,3,9,10,0,
8746-35653,Joe Nolan,F,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
4176-06602,Brandon Powell,M,1,BSEE-2011,0,CEAT,40,1,2,18,3,7,6,0,
2170-52509,Christopher Cameron,F,1,BSN-2011,0,CHE,36,1,2,20,3,9,9,0,
1419-30026,Blake Chapman,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
4920-91930,Carolyn Davidson,F,1,BSCE-2011,0,CEAT,43,1,2,17,3,7,3,0,
1211-07219,Donna Hardacre,F,1,BSHE-2011,0,CHE,42,2,2,20,3,8,10,0,
4557-83053,Alexander Reid,M,1,BSEE-2011,0,CEAT,34,1,2,18,3,7,8,0,
9513-65950,Wendy Knox,F,1,PREVM-2011,0,CVM,38,2,2,19,3,8,4,0,
0049-35731,Penelope Black,F,1,BSA-2011,0,CA,36,1,2,18,3,8,12,0,
2595-34734,Grace Hart,F,1,BSF-2011,0,CFNR,18,1,2,21,3,8,13,0,
9068-53348,Karen Hardacre,F,1,BSDC-2011,0,CDC,39,2,2,18,3,8,7,0,
2423-49385,James Paterson,F,1,BSABT-2011,0,CA,36,1,2,19,3,9,16,0,
9544-81802,Austin Lewis,F,1,BSHE-2011,0,CHE,39,2,2,20,3,8,11,0,
3129-74857,Cameron Hunter,F,1,BSABE-2011,0,CEAT,40,1,2,20,3,9,9,0,
8955-27039,Lily Chapman,F,1,BSECO-2012,0,CEM,35,2,2,18,3,7,6,0,
4100-81063,Andrea Blake,F,1,BSCE-2011,0,CEAT,31,1,2,17,3,7,4,0,
5728-86856,Emily Bell,F,1,BSAC-2011,0,CA-CAS,42,1,2,17,3,8,16,0,
1251-99810,James Oliver,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
5654-12611,Megan Murray,M,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
3931-07397,Sebastian Dyer,F,1,BSABT-2011,0,CA,39,2,2,19,3,9,15,0,
4962-74413,Rose Berry,M,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
6463-95275,Michelle Kerr,F,1,BSCS-2011-SP-PR,0,CAS,29,1,2,18,3,8,7,0,
1438-04381,Joseph Mills,F,1,BSA-2011,0,CA,36,1,2,18,3,8,12,0,
7435-32888,Thomas Randall,M,1,BSEE-2011,0,CEAT,28,1,2,18,3,7,5,0,
9026-42068,Sam Hardacre,F,1,BSF-2011,0,CFNR,36,1,2,21,3,9,6,0,
1633-39914,Cameron Harris,M,1,BSBIO-2011,0,CAS,39,2,2,19,3,9,13,0,
0914-95963,Karen McDonald,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
7811-27088,Amy Skinner,M,1,BSAM-2011,0,CAS,14,1,1,17,3,7,8,0,
9366-50227,Dominic Sharp,F,1,PREVM-2011,0,CVM,38,2,2,19,3,8,4,0,
7812-77138,Alexandra Rees,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
6517-19290,Max Nash,M,1,BSA-2011,0,CA,39,1,2,18,3,8,12,0,
6827-99980,Christian Thomson,M,1,BSIE-2013,0,CEAT,29,1,2,21,3,9,5,0,
6581-53927,Alison Pullman,M,1,PREVM-2011,0,CVM,35,2,2,19,3,8,3,0,
5399-09500,Leah White,F,1,BSCE-2011,0,CEAT,38,1,2,17,3,7,5,0,
4104-37210,Julian Hughes,M,1,BSAM-2011,0,CAS,37,2,2,20,3,8,4,0,
7701-39103,Samantha Bell,M,1,BSAM-2011,0,CAS,34,1,2,20,3,8,5,0,
0947-77730,Virginia Taylor,F,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
0525-36698,Angela Vance,F,1,BSHE-2011,0,CHE,36,1,2,20,3,8,12,0,
5180-91015,Liam Langdon,F,1,BSABT-2011,0,CA,39,2,2,19,3,9,15,0,
1292-85963,Jason Ball,M,1,PREVM-2011,0,CVM,38,2,2,19,3,8,4,0,
5321-28003,Virginia Taylor,F,1,BSHE-2011,0,CHE,39,2,2,20,3,9,11,0,
5646-81036,Sally Rees,F,1,BSIE-2013,0,CEAT,45,1,2,21,3,8,7,0,
8750-44845,Megan Davies,F,1,BSAM-2011,0,CAS,37,2,2,20,3,8,4,0,
8110-78562,Nicholas Anderson,M,1,BSABE-2011,0,CEAT,37,1,2,20,3,9,8,0,
1476-96652,Sophie Morgan,F,1,BSABM-2011,0,CEM,36,2,2,17,3,8,8,0,
5707-29132,Virginia Kerr,F,1,BSAM-2011,0,CAS,37,2,2,20,3,8,4,0,
4787-28737,Hannah Grant,F,1,BSN-2011,0,CHE,36,1,2,20,3,9,9,0,
7005-36527,Jennifer Clark,F,1,BSAECO-2011,0,CEM,30,1,2,18,3,7,13,0,
3332-51957,Phil Reid,F,1,BSAECO-2011,0,CEM,33,1,2,18,3,8,14,0,
3744-15285,Austin Lyman,F,1,BSECO-2012,0,CEM,35,2,2,18,3,8,6,0,
7906-71883,Michelle Wilkins,M,1,BSEE-2011,0,CEAT,27,1,2,18,3,8,4,0,
3503-86029,Max Nash,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
2920-98960,Gavin Howard,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
5553-80005,Karen McDonald,F,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
0561-14889,Tracey Hill,F,1,PREVM-2011,0,CVM,15,1,1,18,3,7,9,0,
1153-96142,Felicity North,F,1,BSAM-2011,0,CAS,23,1,2,20,3,8,6,0,
1704-13751,Sophie Davies,F,1,BSHE-2011,0,CHE,39,2,2,20,3,9,11,0,
2235-58253,David Roberts,F,1,BSBIO-2011,0,CAS,27,1,2,19,3,9,13,0,
7983-86982,Matt May,F,1,BSBIO-2011,0,CAS,42,2,2,19,3,9,12,0,
3487-64104,Victor Burgess,M,1,BSMATH-2011,0,CAS,17,1,2,17,3,6,9,0,
4665-73859,Christian Welch,F,1,BSFT-2011,0,CA,43,2,2,19,3,9,11,0,
0494-76662,Phil Russell,F,1,BSAECO-2011,0,CEM,36,2,2,18,3,7,13,0,
7789-05322,Dominic Allan,F,1,BSAECO-2011,0,CEM,36,2,2,18,3,8,13,0,
0077-55762,Brandon Slater,F,1,BSABT-2011,0,CA,29,1,2,19,3,10,9,0,
0358-74702,Liam Langdon,F,1,BSCE-2011,0,CEAT,35,1,2,17,3,7,6,0,
1253-73933,Connor Fisher,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
3448-43537,Sue Hart,F,1,BSF-2011,0,CFNR,18,1,2,21,3,8,13,0,
3347-65296,Lisa Chapman,M,1,BSBIO-2011,0,CAS,45,2,2,19,3,8,7,0,
4003-70678,Ava Dickens,F,1,BSSTAT-2011,0,CAS,35,1,2,19,3,8,10,0,
0211-92966,James Clark,F,1,BSDC-2011,0,CDC,39,2,2,18,3,8,7,0,
4453-76085,Theresa Turner,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
9618-82340,Rose Jackson,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,8,0,
5525-35875,Michelle Forsyth,F,1,BSMST-2011-MATH,0,CAS,34,1,2,19,3,8,4,0,
6102-47822,Virginia Sutherland,F,1,BSMATH-2011,0,CAS,37,2,2,17,3,6,5,0,
7807-31510,Stephanie Russell,F,1,BACA-2011,0,CAS,36,2,2,18,3,8,6,0,
2020-56795,Jennifer Gill,M,1,BSSTAT-2011,0,CAS,32,1,2,19,3,8,10,0,
1988-91579,Katherine Ogden,F,1,BSABE-2011,0,CEAT,37,1,2,20,3,9,9,0,
5839-64343,Jane Lambert,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
1387-51305,Samantha Langdon,M,1,BSN-2011,0,CHE,39,2,2,20,3,9,8,0,
0689-58085,Jacob Nolan,F,1,BSF-2011,0,CFNR,36,1,2,21,3,9,10,0,
8365-90105,Jennifer Duncan,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
0114-94607,Justin Paige,F,1,BSN-2011,0,CHE,21,1,2,20,3,9,10,0,
0136-36077,Gabrielle Ellison,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,8,0,
7169-62819,Gordon Clarkson,F,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
9615-98671,Samantha Langdon,M,1,BSCS-2011-SP-PR,0,CAS,38,2,2,18,3,8,7,0,
1674-41648,Theresa Ferguson,M,1,BSIE-2013,0,CEAT,45,1,2,21,3,8,6,0,
5457-89526,Robert Clark,M,1,BSCS-2011-SP-PR,0,CAS,41,2,2,18,3,7,6,0,
4618-76240,Lisa James,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,8,0,
0926-65823,Sebastian Dyer,M,1,BSBIO-2011,0,CAS,31,1,2,19,3,8,11,0,
5043-95122,Blake Fraser,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
7732-79593,Gordon Clarkson,F,1,BSN-2011,0,CHE,36,1,2,20,3,8,9,0,
1192-55985,Alexander Wilson,F,1,BSA-2011,0,CA,36,1,2,18,3,8,12,0,
7884-75950,Cameron Ince,F,1,BSA-2011,0,CA,39,1,2,18,3,8,12,0,
1093-58714,Adrian Mathis,F,1,BACA-2011,0,CAS,36,2,2,18,3,8,5,0,
9352-50092,Fiona Peters,F,1,BSHE-2011,0,CHE,36,1,2,20,3,9,12,0,
1380-60871,Dylan Buckland,M,1,BSABE-2011,0,CEAT,35,1,2,20,3,9,8,0,
1755-40488,Olivia Paterson,M,1,BSCS-2011-SP-PR,0,CAS,29,1,2,18,3,8,9,0,
1327-10750,Benjamin Clarkson,M,1,PREVM-2011,0,CVM,38,2,2,19,3,8,4,0,
8371-37736,Nathan Brown,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
1879-29036,Robert Buckland,F,1,BSN-2011,0,CHE,39,2,2,20,3,9,8,0,
3303-66632,Anne Arnold,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
0910-34764,Peter Robertson,F,1,BSFT-2011,0,CA,40,2,2,19,3,9,12,0,
1054-58537,Dominic Langdon,F,1,BSFT-2011,0,CA,40,2,2,19,3,9,12,0,
5400-30312,Gabrielle Ellison,F,1,BSFT-2011,0,CA,40,2,2,19,3,9,12,0,
9975-62739,Felicity North,M,1,BSABT-2011,0,CA,39,2,2,19,3,9,15,0,
5468-22650,Joan Wright,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
3893-21057,Amy Dickens,M,1,BSA-2011,0,CA,25,1,2,18,3,8,12,0,
1836-95680,Stewart Arnold,M,1,BSCHE-2011-GEN,0,CEAT,18,1,1,19,3,8,1,0,
4829-57798,David Hunter,F,1,BSBIO-2011,0,CAS,33,1,2,19,3,8,15,0,
7025-27507,Felicity North,F,1,BSF-2011,0,CFNR,30,1,2,21,3,9,7,0,
5015-92540,Carl Vance,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
5527-90945,Stewart Arnold,F,1,BACA-2011,0,CAS,36,2,2,18,3,8,5,0,
6249-24865,Emily Churchill,F,1,BSAECO-2011,0,CEM,25,1,2,18,3,7,3,0,
0120-38865,Kylie Gill,F,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
8828-14121,Alison White,F,1,BSN-2011,0,CHE,39,2,2,20,3,9,8,0,
7019-97966,Pippa North,M,1,BSCS-2011-SP-PR,0,CAS,29,1,2,18,3,8,9,0,
1957-64408,Jane Lambert,F,1,BSCS-2011-SP-PR,0,CAS,41,2,2,18,3,8,6,0,
0630-00665,Oliver Henderson,F,1,BSCHEM-2011,0,CAS,44,2,2,19,3,8,9,0,
8925-03919,Gavin Howard,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
1383-84936,Audrey Parr,M,1,BSCHE-2011-GEN,0,CEAT,41,1,2,20,3,9,9,0,
9557-60214,Diana Poole,F,1,BSAECO-2011,0,CEM,16,1,1,19,3,6,0,0,
2396-29848,Austin Piper,M,1,BAPHLO-2011,0,CAS,36,2,2,18,3,8,6,0,
1077-54189,Matt Parsons,M,1,PREVM-2011,0,CVM,35,2,2,19,3,7,4,0,
5415-15381,Jane Parr,M,1,BSEE-2011,0,CEAT,28,1,2,18,3,7,1,0,
4238-44868,Michelle Short,F,1,BACA-2011,0,CAS,36,2,2,18,3,8,7,0,
6403-98387,Max Mathis,F,1,BSF-2011,0,CFNR,30,1,2,21,3,9,8,0,
2100-46516,Joseph Metcalfe,F,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
9634-16164,Dorothy Hill,F,1,BSCE-2011,0,CEAT,20,1,2,17,3,7,8,0,
0832-62513,Virginia Kerr,M,1,BSMST-2011-MATH,0,CAS,37,2,2,19,3,8,5,0,
7011-19703,Neil Rutherford,F,1,BSABE-2011-PR,0,CEAT,43,1,2,20,3,9,8,0,
5354-09887,Gavin Howard,F,1,BSECO-2012,0,CEM,32,1,2,18,3,7,7,0,
2963-75715,Justin Forsyth,F,1,BSN-2011,0,CHE,39,2,2,20,3,8,8,0,
2491-57339,Donna Bailey,F,1,BACA-2011,0,CAS,36,2,2,18,3,8,6,0,
1865-75488,Dylan Buckland,M,1,BASOC-2012,0,CAS,33,1,2,18,3,8,14,0,
1167-37379,Dylan Lewis,M,1,BSEE-2011,0,CEAT,42,1,2,18,3,7,5,0,
3627-73807,Gavin Hart,F,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
0416-34320,Jane Martin,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
6012-66877,Dorothy Russell,F,1,PREVM-2011,0,CVM,18,1,2,19,3,7,4,0,
7756-75564,Felicity North,F,1,BSCE-2011,0,CEAT,41,1,2,17,3,7,4,0,
3994-55004,Ian Wallace,F,1,BSCHE-2011-GEN,0,CEAT,41,1,2,20,3,9,8,0,
5501-87363,Wendy Jones,M,1,BSBIO-2011,0,CAS,33,1,2,19,3,9,13,0,
0808-38608,Diane North,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,8,0,
4819-44032,Ryan Metcalfe,M,1,BSCE-2011,0,CEAT,38,1,2,17,3,7,5,0,
1686-09177,Victor Abraham,F,1,BSA-2011,0,CA,39,1,2,18,3,8,12,0,
5189-82279,Boris Fraser,F,1,BSAECO-2011,0,CEM,36,2,2,18,3,7,5,0,
4045-40249,Rose Berry,M,1,BSBIO-2011,0,CAS,36,1,2,19,3,8,14,0,
9592-85098,David Hunter,F,1,BACA-2011,0,CAS,36,2,2,18,3,7,7,0,
5637-72802,Joan Turner,M,1,BSAP-2011,0,CAS,40,2,2,18,3,7,4,0,
1151-35236,Nathan Brown,F,1,BSABM-2011,0,CEM,33,1,2,17,3,8,12,0,
4173-99107,Mary Anderson,F,1,BSF-2011,0,CFNR,36,1,2,21,3,9,10,0,
3763-53019,Maria Hardacre,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
1131-30997,Steven King,F,1,BACA-2011,0,CAS,36,2,2,18,3,8,2,0,
3900-90888,Rebecca Bailey,F,1,BSF-2011,0,CFNR,18,1,2,21,3,9,12,0,
8943-41464,Sue Scott,F,1,BACA-2011,0,CAS,36,2,2,18,3,8,5,0,
5018-74341,Liam Parsons,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,7,0,
2852-06871,Boris Fraser,F,1,BSSTAT-2011,0,CAS,37,1,2,19,3,8,12,0,
8687-75579,Ryan Kerr,F,1,BSMATH-2011,0,CAS,40,2,2,17,3,6,5,0,
9273-95058,Ella Alsop,F,1,BACA-2011,0,CAS,21,1,2,18,3,7,6,0,
2582-89666,Connor Thomson,M,1,BSSTAT-2011,0,CAS,40,2,2,19,3,8,12,0,
0412-38130,Rose Jackson,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,7,8,0,
1676-19440,Ella Davidson,F,1,BSN-2011,0,CHE,21,1,2,20,3,9,13,0,
5505-40956,Austin Lyman,F,1,BAPHLO-2011,0,CAS,36,2,2,18,3,8,8,0,
2938-74529,Vanessa King,M,1,BSAM-2011,0,CAS,34,1,2,20,3,8,5,0,
8068-01358,Lucas Hudson,F,1,BSAC-2011,0,CA-CAS,42,1,2,17,3,8,17,0,
2313-21881,Theresa Turner,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
1469-59156,Dylan Skinner,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
4621-97173,Dorothy Burgess,M,1,BSCS-2011-SP-PR,0,CAS,32,1,2,18,3,8,8,0,
1092-54761,Virginia Taylor,M,1,BSABT-2011,0,CA,33,1,2,19,3,8,16,0,
8129-41362,William Lambert,F,1,BSN-2011,0,CHE,36,1,2,20,3,9,9,0,
1171-10872,Boris Lawrence,M,1,BSCE-2011,0,CEAT,27,1,2,17,3,8,3,0,
9549-44532,Hannah Powell,F,1,BSHE-2011,0,CHE,39,2,2,20,3,8,11,0,
4615-74732,Jason Bell,F,1,BSFT-2011,0,CA,43,2,2,19,3,9,12,0,
6485-21739,Irene Young,M,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
9899-94389,Cameron Greene,M,1,BSCE-2011,0,CEAT,35,1,2,17,3,7,6,0,
5031-72266,Hannah Powell,M,1,BSMATH-2011,0,CAS,34,2,2,17,3,6,6,0,
1595-78714,Justin Paige,F,1,BSCS-2011-SP-PR,0,CAS,32,1,2,18,3,8,9,0,
2551-83122,Carol Hughes,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,6,0,
1046-38982,Virginia Wallace,F,1,BSHE-2011,0,CHE,30,1,2,20,3,9,13,0,
7942-11773,Sebastian Dyer,F,1,BSMATH-2011,0,CAS,31,1,2,17,3,7,7,0,
1611-56990,Maria Ince,F,1,BSMATH-2011,0,CAS,34,2,2,17,3,7,6,0,
0973-50640,Audrey Langdon,M,1,BSMATH-2011,0,CAS,34,2,2,17,3,6,6,0,
6755-43729,Jessica Johnston,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
7752-65197,Amanda Ogden,M,1,BSCE-2011,0,CEAT,38,1,2,17,3,7,5,0,
3458-33633,Fiona Peters,F,1,BSFT-2011,0,CA,43,2,2,19,3,9,11,0,
0645-57428,Rachel Randall,M,1,BSMATH-2011,0,CAS,34,2,2,17,3,6,6,0,
3895-74863,Alison Peake,F,1,BSCE-2011,0,CEAT,38,1,2,17,3,7,5,0,
5821-69703,Stephanie Russell,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
8146-48822,Kimberly Hart,F,1,BSDC-2011,0,CDC,18,1,2,18,3,8,6,0,
0289-75843,Amy Marshall,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
3465-03953,Ruth Grant,F,1,BSHE-2011,0,CHE,42,2,2,20,3,9,10,0,
5833-28965,Lauren Davies,F,1,BSF-2011,0,CFNR,30,1,2,21,3,9,7,0,
7262-67810,Blake Fraser,F,1,BACA-2011,0,CAS,18,1,2,18,3,8,5,0,
4472-25066,Kevin Knox,M,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
2684-61946,Michelle Short,M,1,BSEE-2011,0,CEAT,39,1,2,18,3,7,6,0,
9240-36044,Pippa Dyer,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
4482-34288,Christopher Hunter,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
9275-28755,Kevin Knox,M,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
4028-20430,Audrey Abraham,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
8009-73168,Dominic Smith,M,1,BSCE-2011,0,CEAT,38,1,2,17,3,7,5,0,
4238-28346,Christopher Hunter,M,1,BSDC-2011,0,CDC,36,1,2,18,3,8,6,0,
9599-89601,Leah Gray,M,1,BSCS-2011-SP-PR,0,CAS,32,1,2,18,3,8,9,0,
3340-32972,Brian Gibson,M,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
3741-25451,Alison Hodges,F,1,BSCHEM-2011,0,CAS,39,1,2,19,3,8,9,0,
4385-42016,Jane Martin,F,1,BSAECO-2011,0,CEM,36,2,2,18,3,8,9,0,
5116-61916,Michelle Short,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
8486-79855,Sue Paterson,F,1,BSECO-2012,0,CEM,35,2,2,18,3,7,6,0,
1766-19291,Diana Poole,F,1,BSCHEM-2011,0,CAS,39,1,2,19,3,8,10,0,
5205-52178,Lillian Pullman,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,6,0,
8809-71926,Fiona Ince,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,6,0,
3813-57142,Rebecca Ball,M,1,BSCE-2011,0,CEAT,38,1,2,17,3,7,5,0,
2813-23041,Gabrielle Watson,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
6816-71709,Joseph Mills,M,1,PREVM-2011,0,CVM,38,2,2,19,3,8,4,0,
3638-62682,Faith Scott,F,1,BSA-2011,0,CA,39,1,2,18,3,8,12,0,
2481-97482,Lillian Pullman,F,1,BAPHLO-2011,0,CAS,33,1,2,18,3,8,6,0,
4807-35280,Ella Vaughan,M,1,BSABM-2011,0,CEM,36,2,2,17,3,7,11,0,
9349-68722,Jessica Hill,M,1,BSEE-2011,0,CEAT,39,1,2,18,3,7,6,0,
7658-75852,Harry Berry,F,1,BSAECO-2011,0,CEM,19,1,2,18,3,7,3,0,
8865-77909,Fiona Hemmings,F,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
4385-98696,Julia Payne,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
4355-42207,Katherine Morgan,F,1,BSDC-2011,0,CDC,36,1,2,18,3,8,6,0,
8025-89895,Ruth Grant,F,1,BSIE-2013,0,CEAT,39,1,2,21,3,7,3,0,
2644-89046,Dominic Langdon,F,1,BSF-2011,0,CFNR,33,1,2,21,3,9,11,0,
1281-45702,Adrian Morrison,F,1,BSBIO-2011,0,CAS,33,1,2,19,3,8,13,0,
1456-76862,Joshua Ogden,M,1,BSEE-2011,0,CEAT,37,1,2,18,3,7,7,0,
3183-41278,Andrea Manning,F,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
9057-67794,Rose Berry,F,1,BACA-2011,0,CAS,39,2,2,18,3,8,6,0,
2349-58726,Elizabeth Mitchell,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,3,8,8,0,
8142-63808,Rebecca Smith,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,9,0,
6211-45470,Luke Hart,F,1,BSFT-2011,0,CA,40,2,2,19,3,9,12,0,
6673-60459,Boris White,M,1,BSEE-2011,0,CEAT,34,1,2,18,3,7,8,0,
8225-45686,Alison White,F,1,BACA-2011,0,CAS,36,2,2,18,3,7,3,0,
0580-98386,Ella Davidson,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
6110-93658,Dylan Skinner,F,1,BSCS-2011-SP-PR,0,CAS,38,2,2,18,3,8,7,0,
5036-25500,Lisa Chapman,M,1,BSCS-2011-SP-PR,0,CAS,29,1,2,18,3,7,7,0,
1813-92969,Ian Wallace,F,1,BACA-2011,0,CAS,33,1,2,18,3,8,2,0,
4102-26604,Penelope King,F,1,BSSTAT-2011,0,CAS,40,2,2,19,3,8,10,0,
9751-45401,Sebastian North,F,1,BAPHLO-2011,0,CAS,36,2,2,18,3,8,8,0,
9816-86242,Amanda McDonald,M,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
7511-28078,Leah Gray,F,1,BSABE-2011,0,CEAT,37,1,2,20,3,9,9,0,
2000-92778,Neil Marshall,M,1,BSIE-2013,0,CEAT,42,1,2,21,3,8,8,0,
1159-78562,Cameron Ince,M,1,BSAECO-2011,0,CEM,30,1,2,18,3,7,5,0,
3966-16835,Victor Abraham,F,1,BSAM-2011,0,CAS,37,2,2,20,3,8,4,0,
7792-42765,Claire Hudson,M,1,BSSTAT-2011,0,CAS,40,2,2,19,3,7,11,0,
2102-43196,Katherine Lee,F,1,BSMST-2011-BIO,0,CAS,42,2,2,20,3,9,10,0,
3204-33152,Evan Mackay,M,1,BSABM-2011,0,CEM,36,2,2,17,3,7,11,0,
8877-13869,Peter Knox,F,1,BSECO-2012,0,CEM,35,2,2,18,3,8,6,0,
5753-51442,Natalie Short,M,1,BSA-2011,0,CA,39,1,2,18,3,8,12,0,
5728-98920,Fiona Lee,M,1,BSABE-2011,0,CEAT,31,1,2,20,3,9,7,0,
2293-46780,Blake Cameron,F,1,BSIE-2013,0,CEAT,39,1,2,21,3,8,8,0,
0525-01763,Wendy Manning,M,1,BSAP-2011,0,CAS,34,1,2,18,3,7,5,0,
3123-85134,Elizabeth Wright,M,1,BSAP-2011,0,CAS,37,1,2,18,3,7,5,0,
1944-11133,Dominic Walsh,M,1,BSABE-2011,0,CEAT,37,1,2,20,3,9,9,0,
9592-88650,Victoria Turner,F,1,BSHE-2011,0,CHE,30,1,2,20,3,8,10,0,
7122-95364,Amy Ball,F,1,PREVM-2011,0,CVM,38,2,2,19,3,8,4,0,
6397-89002,Rebecca Smith,M,1,BSHE-2011,0,CHE,27,1,2,20,3,9,11,0,
0142-67851,William Forsyth,M,1,BSA-2011,0,CA,39,1,2,18,3,8,11,0,
1377-44401,Dominic McLean,F,1,BSABE-2011,0,CEAT,40,1,2,20,3,9,9,0,
3357-70436,Wendy Knox,M,1,BSECO-2012,0,CEM,35,2,2,18,3,7,6,0,
8910-08874,Dominic Sharp,M,1,BSCE-2011,0,CEAT,37,1,2,17,3,6,0,0,
6927-57213,William Lambert,F,1,BSDC-2011,0,CDC,39,2,2,18,3,8,7,0,
6166-97133,Joshua Welch,F,1,BSHE-2011,0,CHE,42,2,2,20,3,9,10,0,
9643-16656,Angela Gill,F,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
0930-60086,Lisa Quinn,M,1,BSSTAT-2011,0,CAS,42,2,2,19,3,7,11,0,
7766-56354,Boris Churchill,F,1,BAPHLO-2011,0,CAS,36,2,2,18,3,8,8,0,
5745-99292,Sonia Brown,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,9,0,
1704-33555,Carl Vance,M,1,BSBIO-2011,0,CAS,36,1,2,19,3,9,14,0,
0983-56044,Donna Hudson,M,1,BSCHE-2011-GEN,0,CEAT,38,1,2,20,3,9,10,0,
8197-06234,Anna Johnston,F,1,BSABE-2011,0,CEAT,37,1,2,20,3,9,9,0,
5180-94443,Evan Hodges,M,1,BSAP-2011,0,CAS,37,1,2,18,3,7,5,0,
6146-46097,Michael Clark,F,1,BSHE-2011,0,CHE,39,2,2,20,3,8,11,0,
4754-64255,Anna Johnston,F,1,BSMST-2011-MATH,0,CAS,31,1,2,19,3,8,1,0,
